State,Year,Quarter,Transaction_Type,Amount,Trans_Count
Dadra & Nagar Haveli & Daman & Diu,2022,1,Recharge & bill payments,326296370.82357025,538134
Dadra & Nagar Haveli & Daman & Diu,2022,1,Financial Services,2661345.5534556974,2574
Dadra & Nagar Haveli & Daman & Diu,2022,1,Others,5330803.646676767,9395
Dadra & Nagar Haveli & Daman & Diu,2022,2,Merchant payments,1536859131.3374817,3346697
Dadra & Nagar Haveli & Daman & Diu,2022,2,Peer-to-peer payments,5078832140.606572,1861799
Dadra & Nagar Haveli & Daman & Diu,2022,2,Recharge & bill payments,372921225.4254243,539562
Dadra & Nagar Haveli & Daman & Diu,2022,2,Financial Services,2131607.7226029015,1849
Dadra & Nagar Haveli & Daman & Diu,2022,2,Others,4415675.718757721,9864
Dadra & Nagar Haveli & Daman & Diu,2022,3,Merchant payments,1705567002.0586467,3777156
Dadra & Nagar Haveli & Daman & Diu,2022,3,Peer-to-peer payments,5382949597.510585,2086741
Dadra & Nagar Haveli & Daman & Diu,2022,3,Recharge & bill payments,425206924.5270094,592431
Dadra & Nagar Haveli & Daman & Diu,2022,3,Financial Services,3194409.939898855,2237
Dadra & Nagar Haveli & Daman & Diu,2022,3,Others,3729425.46329771,7056
Dadra & Nagar Haveli & Daman & Diu,2022,4,Merchant payments,1889046056.1988354,4415771
Dadra & Nagar Haveli & Daman & Diu,2022,4,Peer-to-peer payments,5737539058.403507,2215052
Dadra & Nagar Haveli & Daman & Diu,2022,4,Recharge & bill payments,426040023.1105018,548795
Dadra & Nagar Haveli & Daman & Diu,2022,4,Financial Services,3169199.262533775,2495
Dadra & Nagar Haveli & Daman & Diu,2022,4,Others,3846409.1057498828,7472
Dadra & Nagar Haveli & Daman & Diu,2023,1,Merchant payments,2778820380.0,7184933
Dadra & Nagar Haveli & Daman & Diu,2023,1,Peer-to-peer payments,9079653826.0,3623830
Dadra & Nagar Haveli & Daman & Diu,2023,1,Recharge & bill payments,746971431.0,979503
Dadra & Nagar Haveli & Daman & Diu,2023,1,Financial Services,2855684.0,3546
Dadra & Nagar Haveli & Daman & Diu,2023,1,Others,5789879.0,12173
Dadra & Nagar Haveli & Daman & Diu,2023,2,Merchant payments,3135694669.0,8331573
Dadra & Nagar Haveli & Daman & Diu,2023,2,Peer-to-peer payments,9804533561.0,3962990
Dadra & Nagar Haveli & Daman & Diu,2023,2,Recharge & bill payments,800283519.0,1046280
Dadra & Nagar Haveli & Daman & Diu,2023,2,Financial Services,4431276.0,3985
Dadra & Nagar Haveli & Daman & Diu,2023,2,Others,5595163.0,12287
Dadra & Nagar Haveli & Daman & Diu,2023,3,Merchant payments,3564710651.0,9582597
Dadra & Nagar Haveli & Daman & Diu,2023,3,Peer-to-peer payments,10642329946.0,4630867
Dadra & Nagar Haveli & Daman & Diu,2023,3,Recharge & bill payments,878917740.0,1139193
Dadra & Nagar Haveli & Daman & Diu,2023,3,Financial Services,5268269.0,5572
Dadra & Nagar Haveli & Daman & Diu,2023,3,Others,4839857.0,12099
Dadra & Nagar Haveli & Daman & Diu,2023,4,Merchant payments,4318758826.0,11765508
Dadra & Nagar Haveli & Daman & Diu,2023,4,Peer-to-peer payments,12234383845.0,5347152
Dadra & Nagar Haveli & Daman & Diu,2023,4,Recharge & bill payments,991997355.0,1169931
Dadra & Nagar Haveli & Daman & Diu,2023,4,Financial Services,7765262.0,5597
Dadra & Nagar Haveli & Daman & Diu,2023,4,Others,5154679.0,14185
Delhi,2018,1,Recharge & bill payments,1320559612.770412,3947297
Delhi,2018,1,Peer-to-peer payments,9125685134.894358,2380820
Delhi,2018,1,Merchant payments,375393115.19131327,339809
Delhi,2018,1,Financial Services,45588429.271575734,136240
Delhi,2018,1,Others,344277514.7923026,318588
Delhi,2018,2,Recharge & bill payments,2078183615.8006349,4511737
Delhi,2018,2,Peer-to-peer payments,14348179103.109837,3542716
Delhi,2018,2,Merchant payments,631597790.6002588,837001
Delhi,2018,2,Financial Services,66584728.19594695,205991
Delhi,2018,2,Others,321754664.4984691,276278
Delhi,2018,3,Peer-to-peer payments,22670122888.868217,8557153
Delhi,2018,3,Recharge & bill payments,3261844270.537241,5305635
Delhi,2018,3,Merchant payments,1048422633.7093576,3808395
Delhi,2018,3,Financial Services,45051151.35143036,274526
Delhi,2018,3,Others,350405916.1523186,601339
Delhi,2018,4,Peer-to-peer payments,32389252494.75772,9973249
Delhi,2018,4,Merchant payments,2738429838.939273,9958967
Delhi,2018,4,Recharge & bill payments,3961160542.570066,7483633
Delhi,2018,4,Financial Services,58162003.43614492,265004
Delhi,2018,4,Others,575852739.0031943,1506866
Delhi,2019,1,Peer-to-peer payments,48250023720.99173,20216287
Delhi,2019,1,Merchant payments,3996618719.7994804,13875931
Delhi,2019,1,Recharge & bill payments,5521320539.356212,10744978
Delhi,2019,1,Financial Services,30997039.697555833,223095
Delhi,2019,1,Others,670171769.6522964,1947036
Delhi,2019,2,Merchant payments,6816878922.844399,20891431
Delhi,2019,2,Peer-to-peer payments,65953571241.26435,20570311
Delhi,2019,2,Recharge & bill payments,8035701902.391765,12869453
Delhi,2019,2,Financial Services,33985068.68378611,137774
Delhi,2019,2,Others,866678928.4439986,2702543
Delhi,2019,3,Merchant payments,9857221391.940361,29453368
Delhi,2019,3,Peer-to-peer payments,81904443496.29778,25201978
Delhi,2019,3,Recharge & bill payments,10406524192.884487,11133404
Delhi,2019,3,Financial Services,27952186.986432005,92061
Delhi,2019,3,Others,1000670778.3478061,3657065
Delhi,2019,4,Peer-to-peer payments,105858524152.38443,33040093
Delhi,2019,4,Merchant payments,12864577363.070576,32537378
Delhi,2019,4,Recharge & bill payments,9500486080.98845,11609898
Delhi,2019,4,Financial Services,21512527.973989226,57063
Delhi,2019,4,Others,779367300.4732571,3500565
Delhi,2020,1,Merchant payments,14470782771.054684,33951545
Delhi,2020,1,Peer-to-peer payments,108987600006.3667,32410795
Delhi,2020,1,Recharge & bill payments,9498791147.929193,12822919
Delhi,2020,1,Financial Services,39908838.24852887,46529
Delhi,2020,1,Others,619460878.9909673,2515816
Delhi,2020,2,Peer-to-peer payments,86227124454.10175,27155938
Delhi,2020,2,Merchant payments,12708327043.868336,24963931
Delhi,2020,2,Recharge & bill payments,8699886044.040596,13568505
Delhi,2020,2,Financial Services,75405868.16164647,64790
Delhi,2020,2,Others,162694793.15869594,288854
Delhi,2020,3,Peer-to-peer payments,140074023548.15637,41498638
Delhi,2020,3,Merchant payments,21858176583.0589,40973792
Delhi,2020,3,Recharge & bill payments,12883226305.336546,13448341
Delhi,2020,3,Financial Services,114341865.2645722,85689
Delhi,2020,3,Others,234194502.8442282,485401
Delhi,2020,4,Merchant payments,31106554562.7951,54581166
Delhi,2020,4,Peer-to-peer payments,171546055992.1488,49631928
Delhi,2020,4,Recharge & bill payments,12921793576.576857,14862946
Delhi,2020,4,Financial Services,160007919.76894268,114862
Delhi,2020,4,Others,530676173.2537967,1349515
Delhi,2021,1,Merchant payments,39861532639.012344,72615587
Delhi,2021,1,Peer-to-peer payments,210823551741.40936,61957428
Delhi,2021,1,Recharge & bill payments,15447408658.778738,21164274
Delhi,2021,1,Financial Services,203106852.42387855,153039
Delhi,2021,1,Others,592745151.8683048,1468676
Delhi,2021,2,Merchant payments,42933366743.23575,75620295
Delhi,2021,2,Peer-to-peer payments,223034955527.75317,68497718
Delhi,2021,2,Recharge & bill payments,15310096462.746447,25026678
Delhi,2021,2,Financial Services,190019761.49741396,158170
Delhi,2021,2,Others,472659189.30861247,854403
Delhi,2021,3,Merchant payments,64006915630.53262,115250887
Delhi,2021,3,Peer-to-peer payments,298005532606.47,93292876
Delhi,2021,3,Recharge & bill payments,20934734871.908962,28427032
Delhi,2021,3,Financial Services,220660990.22066334,144460
Delhi,2021,3,Others,690472449.1489255,1645353
Delhi,2021,4,Merchant payments,88990516304.07437,149204611
Delhi,2021,4,Peer-to-peer payments,376556972334.1598,112380292
Delhi,2021,4,Recharge & bill payments,22290161823.248642,30127352
Delhi,2021,4,Financial Services,287950130.24921745,199280
Delhi,2021,4,Others,569713470.6592032,771824
Delhi,2022,1,Merchant payments,98212381475.57239,174454937
Delhi,2022,1,Peer-to-peer payments,415305045689.30945,125111881
Delhi,2022,1,Recharge & bill payments,22482865572.904938,29435981
Delhi,2022,1,Financial Services,271039329.10874933,195184
Delhi,2022,1,Others,693588769.393249,1801878
Delhi,2022,2,Merchant payments,121657706565.01256,233412802
Delhi,2022,2,Peer-to-peer payments,480685895058.7076,143447534
Delhi,2022,2,Recharge & bill payments,26876059610.022118,32971294
Delhi,2022,2,Financial Services,209425798.82013166,160827
Delhi,2022,2,Others,426563425.65446466,641727
Delhi,2022,3,Merchant payments,134292748569.06271,276635347
Delhi,2022,3,Peer-to-peer payments,509428627035.3385,160580425
Delhi,2022,3,Recharge & bill payments,33177115465.46472,37572389
Delhi,2022,3,Financial Services,265479580.4156591,195218
Delhi,2022,3,Others,448676465.8346823,608782
Delhi,2022,4,Merchant payments,153114813286.24423,305621913
Delhi,2022,4,Peer-to-peer payments,559069397370.8649,171970100
Delhi,2022,4,Recharge & bill payments,31954251758.09231,36775874
Delhi,2022,4,Financial Services,299454652.77800566,228639
Delhi,2022,4,Others,477098950.59646183,606931
Delhi,2023,1,Merchant payments,116053064134.0,246682850
Delhi,2023,1,Peer-to-peer payments,460727324748.0,135403837
Delhi,2023,1,Recharge & bill payments,33945163887.0,26976608
Delhi,2023,1,Financial Services,275072622.0,206979
Delhi,2023,1,Others,402484189.0,482829
Delhi,2023,2,Merchant payments,126927948779.0,300493650
Delhi,2023,2,Peer-to-peer payments,498879007930.0,151909146
Delhi,2023,2,Recharge & bill payments,35251178665.0,29059235
Delhi,2023,2,Financial Services,302441499.0,219538
Delhi,2023,2,Others,367938784.0,457429
Delhi,2023,3,Merchant payments,143772297471.0,347213404
Delhi,2023,3,Peer-to-peer payments,523701514112.0,167791074
Delhi,2023,3,Recharge & bill payments,39925428804.0,31015600
Delhi,2023,3,Financial Services,439989766.0,275512
Delhi,2023,3,Others,360021285.0,411393
Delhi,2023,4,Merchant payments,168766495844.0,381250463
Delhi,2023,4,Peer-to-peer payments,588131157564.0,185276322
Delhi,2023,4,Recharge & bill payments,41889435437.0,30903762
Delhi,2023,4,Financial Services,501353917.0,317005
Delhi,2023,4,Others,361276587.0,403194
Goa,2018,1,Recharge & bill payments,18273814.162708722,85991
Goa,2018,1,Peer-to-peer payments,268175048.06992978,59651
Goa,2018,1,Merchant payments,11036031.735657964,7880
Goa,2018,1,Financial Services,520105.642400422,1191
Goa,2018,1,Others,5851742.732386975,6184
Goa,2018,2,Recharge & bill payments,30994284.17044104,120943
Goa,2018,2,Peer-to-peer payments,419492232.52410376,87878
Goa,2018,2,Merchant payments,20162855.70611957,12456
Goa,2018,2,Financial Services,733429.427283199,1903
Goa,2018,2,Others,7221023.530667527,6395
Goa,2018,3,Recharge & bill payments,40314972.94208837,158797
Goa,2018,3,Peer-to-peer payments,639468418.1317002,150297
Goa,2018,3,Merchant payments,26634198.178851012,21587
Goa,2018,3,Financial Services,468171.36483984883,1867
Goa,2018,3,Others,6281208.620754639,6963
Goa,2018,4,Peer-to-peer payments,1021902315.4426756,246426
Goa,2018,4,Recharge & bill payments,54832855.89468471,212122
Goa,2018,4,Merchant payments,66666113.92145965,45586
Goa,2018,4,Financial Services,723599.2328183289,2523
Goa,2018,4,Others,8880194.430766659,8098
Goa,2019,1,Peer-to-peer payments,1310759847.8146646,378848
Goa,2019,1,Recharge & bill payments,78212835.0406034,275277
Goa,2019,1,Merchant payments,75946974.41483101,74527
Goa,2019,1,Financial Services,499592.0966860995,2013
Goa,2019,1,Others,9904147.90979165,8147
Goa,2019,2,Peer-to-peer payments,1391933790.7547765,373759
Goa,2019,2,Recharge & bill payments,93218689.41694948,278060
Goa,2019,2,Merchant payments,92873008.6474504,104592
Goa,2019,2,Financial Services,515859.8076807977,1211
Goa,2019,2,Others,13325754.760758925,10819
Goa,2019,3,Peer-to-peer payments,1704668027.0159788,475178
Goa,2019,3,Recharge & bill payments,157952854.9501171,453806
Goa,2019,3,Merchant payments,123948570.56857497,150578
Goa,2019,3,Financial Services,1282344.8444824044,1510
Goa,2019,3,Others,12515394.117688328,11344
Goa,2019,4,Peer-to-peer payments,2484453030.31845,698728
Goa,2019,4,Recharge & bill payments,205602115.14625147,552421
Goa,2019,4,Merchant payments,218404664.8638511,250893
Goa,2019,4,Financial Services,649712.8451498008,1497
Goa,2019,4,Others,14350825.325765317,11733
Goa,2020,1,Peer-to-peer payments,2851686768.653684,817198
Goa,2020,1,Recharge & bill payments,244739382.20701858,678079
Goa,2020,1,Merchant payments,298421548.1046571,373110
Goa,2020,1,Financial Services,1816477.5692472362,1762
Goa,2020,1,Others,13707055.389155574,11088
Goa,2020,2,Recharge & bill payments,241196540.9379891,758617
Goa,2020,2,Peer-to-peer payments,1766723888.2025127,493326
Goa,2020,2,Merchant payments,168591711.94693565,221358
Goa,2020,2,Financial Services,3328361.317987765,3081
Goa,2020,2,Others,3775927.611346662,5710
Goa,2020,3,Peer-to-peer payments,2723430713.3444066,759351
Goa,2020,3,Recharge & bill payments,280187505.0339355,696770
Goa,2020,3,Merchant payments,353193881.4783259,446880
Goa,2020,3,Financial Services,6418950.466847964,4985
Goa,2020,3,Others,5112530.621144422,7545
Goa,2020,4,Peer-to-peer payments,5407626413.043346,1550251
Goa,2020,4,Merchant payments,1123844212.5171819,1389834
Goa,2020,4,Recharge & bill payments,345088772.3784919,839199
Goa,2020,4,Financial Services,10386560.386677971,7287
Goa,2020,4,Others,12846789.254236266,14810
Goa,2021,1,Peer-to-peer payments,7553384653.1682,2235456
Goa,2021,1,Merchant payments,1768358976.7158575,2195509
Goa,2021,1,Recharge & bill payments,410604192.7268899,880682
Goa,2021,1,Financial Services,12207778.148638733,8138
Goa,2021,1,Others,12687278.26183929,11764
Goa,2021,2,Merchant payments,1411529033.6650195,1869384
Goa,2021,2,Peer-to-peer payments,6195032351.177256,1866837
Goa,2021,2,Recharge & bill payments,383804809.3560881,953219
Goa,2021,2,Financial Services,12371843.844825167,8303
Goa,2021,2,Others,10115549.032816991,12392
Goa,2021,3,Merchant payments,2143135314.897931,2865625
Goa,2021,3,Peer-to-peer payments,7871092673.137299,2560305
Goa,2021,3,Recharge & bill payments,438838003.22982365,1017351
Goa,2021,3,Financial Services,12943224.07382146,8337
Goa,2021,3,Others,12416377.597493527,16145
Goa,2021,4,Merchant payments,4384250602.937038,5474662
Goa,2021,4,Peer-to-peer payments,13618351952.666094,4408822
Goa,2021,4,Recharge & bill payments,585734312.4063727,1170180
Goa,2021,4,Financial Services,17101084.66037453,11320
Goa,2021,4,Others,21819163.1997744,23775
Goa,2022,1,Merchant payments,4682000388.389215,6364271
Goa,2022,1,Peer-to-peer payments,14449830641.555716,4640380
Goa,2022,1,Recharge & bill payments,646403472.1135541,1177071
Goa,2022,1,Financial Services,17490493.19245399,11677
Goa,2022,1,Others,20720407.595174044,20699
Goa,2022,2,Merchant payments,5736211013.6866455,7812998
Goa,2022,2,Peer-to-peer payments,16372343177.228306,5097942
Goa,2022,2,Recharge & bill payments,738765635.2807853,1279377
Goa,2022,2,Financial Services,13192736.02810038,10666
Goa,2022,2,Others,12525197.296362752,15071
Goa,2022,3,Merchant payments,5112175255.359402,7595135
Goa,2022,3,Peer-to-peer payments,13780955270.352726,4449008
Goa,2022,3,Recharge & bill payments,657115143.5357426,1122869
Goa,2022,3,Financial Services,12650738.420843877,9992
Goa,2022,3,Others,11368868.03761505,11683
Goa,2022,4,Merchant payments,6739205748.43176,10319138
Goa,2022,4,Peer-to-peer payments,17421974714.962345,5652373
Goa,2022,4,Recharge & bill payments,734121700.6400625,1195865
Goa,2022,4,Financial Services,15705663.126967767,12147
Goa,2022,4,Others,13978544.178016864,13151
Goa,2023,1,Merchant payments,9074816758.0,14273665
Goa,2023,1,Peer-to-peer payments,24773922296.0,8071768
Goa,2023,1,Recharge & bill payments,1197558557.0,1816029
Goa,2023,1,Financial Services,32648574.0,16209
Goa,2023,1,Others,18019590.0,17399
Goa,2023,2,Merchant payments,10146039934.0,15990744
Goa,2023,2,Peer-to-peer payments,26985284919.0,8589659
Goa,2023,2,Recharge & bill payments,1239783487.0,1917200
Goa,2023,2,Financial Services,25141843.0,17352
Goa,2023,2,Others,15956760.0,15635
Goa,2023,3,Merchant payments,10365884105.0,16565190
Goa,2023,3,Peer-to-peer payments,25735484138.0,8489945
Goa,2023,3,Recharge & bill payments,1234664127.0,1913363
Goa,2023,3,Financial Services,26274694.0,17422
Goa,2023,3,Others,12872910.0,13808
Goa,2023,4,Merchant payments,12478698529.0,21003656
Goa,2023,4,Peer-to-peer payments,30342597216.0,10430430
Goa,2023,4,Recharge & bill payments,1413113823.0,1991324
Goa,2023,4,Financial Services,38067531.0,20827
Goa,2023,4,Others,15194458.0,14741
Gujarat,2018,1,Recharge & bill payments,878929080.9916563,3691952
Gujarat,2018,1,Peer-to-peer payments,6318864759.888066,1738974
Gujarat,2018,1,Merchant payments,166036667.57089135,145436
Gujarat,2018,1,Financial Services,27986679.009713165,122117
Gujarat,2018,1,Others,186165067.5737218,250296
Gujarat,2018,2,Recharge & bill payments,1571880396.377953,4643367
Gujarat,2018,2,Peer-to-peer payments,10009680530.386887,2483231
Gujarat,2018,2,Merchant payments,356984574.1205573,275503
Gujarat,2018,2,Financial Services,38598263.22838031,140704
Gujarat,2018,2,Others,185541007.527258,202928
Gujarat,2018,3,Peer-to-peer payments,15272745137.759302,5287200
Gujarat,2018,3,Recharge & bill payments,1938041688.9678535,5117168
Gujarat,2018,3,Merchant payments,466209496.80151117,573440
Gujarat,2018,3,Financial Services,24930605.607339725,136468
Gujarat,2018,3,Others,164477497.1394802,219873
Gujarat,2018,4,Peer-to-peer payments,21207285184.780193,6488202
Gujarat,2018,4,Recharge & bill payments,2297332323.0815277,6138404
Gujarat,2018,4,Merchant payments,1088373316.0580251,1656377
Gujarat,2018,4,Financial Services,30699273.16507,133915
Gujarat,2018,4,Others,207297005.69778407,316405
Gujarat,2019,1,Peer-to-peer payments,31231285551.308655,13465044
Gujarat,2019,1,Recharge & bill payments,3104251732.6516943,8595256
Gujarat,2019,1,Merchant payments,1296376125.1752787,2493340
Gujarat,2019,1,Financial Services,19581520.569400217,114539
Gujarat,2019,1,Others,204585378.77191538,323272
Gujarat,2019,2,Peer-to-peer payments,41853661230.46585,12547493
Gujarat,2019,2,Recharge & bill payments,4651874823.428602,10434449
Gujarat,2019,2,Merchant payments,2526448415.3585706,5486791
Gujarat,2019,2,Financial Services,17349813.389733132,70502
Gujarat,2019,2,Others,271280936.6247084,442607
Gujarat,2019,3,Peer-to-peer payments,49206585462.018684,14529353
Gujarat,2019,3,Merchant payments,4211116461.2911887,11788077
Gujarat,2019,3,Recharge & bill payments,5768100024.478059,11349625
Gujarat,2019,3,Financial Services,20507001.233050577,78609
Gujarat,2019,3,Others,256386015.24681717,482985
Gujarat,2019,4,Peer-to-peer payments,64477452638.7778,19107911
Gujarat,2019,4,Recharge & bill payments,6517891166.722656,12967713
Gujarat,2019,4,Merchant payments,5480269119.720948,9964076
Gujarat,2019,4,Financial Services,20202767.26414788,63498
Gujarat,2019,4,Others,194846362.42851496,444434
Gujarat,2020,1,Peer-to-peer payments,72393727235.07784,19068093
Gujarat,2020,1,Recharge & bill payments,7197595156.690899,15648472
Gujarat,2020,1,Merchant payments,7210758662.281933,12191478
Gujarat,2020,1,Financial Services,27460255.45966168,50753
Gujarat,2020,1,Others,165535312.39278784,367621
Gujarat,2020,2,Recharge & bill payments,8322688556.990006,19971660
Gujarat,2020,2,Peer-to-peer payments,64723140394.22913,17569398
Gujarat,2020,2,Merchant payments,7196610931.561442,9645967
Gujarat,2020,2,Financial Services,53132341.305008195,59617
Gujarat,2020,2,Others,92274135.40504411,173543
Gujarat,2020,3,Peer-to-peer payments,89142122337.25531,23130724
Gujarat,2020,3,Merchant payments,12749796641.785404,18338969
Gujarat,2020,3,Recharge & bill payments,9820654243.80882,17481357
Gujarat,2020,3,Financial Services,84723188.62104335,92278
Gujarat,2020,3,Others,124456073.24163358,246851
Gujarat,2020,4,Peer-to-peer payments,116743230330.36209,29967258
Gujarat,2020,4,Merchant payments,20844321156.652935,28430460
Gujarat,2020,4,Recharge & bill payments,10441981826.080866,18943669
Gujarat,2020,4,Financial Services,120056733.8865249,113371
Gujarat,2020,4,Others,243470065.45681778,373789
Gujarat,2021,1,Peer-to-peer payments,144818968373.02933,36427493
Gujarat,2021,1,Merchant payments,26512643894.003174,35815382
Gujarat,2021,1,Recharge & bill payments,11996115292.377842,22088838
Gujarat,2021,1,Financial Services,137612317.73580322,126380
Gujarat,2021,1,Others,235440836.3042438,316472
Gujarat,2021,2,Merchant payments,33542305033.829506,42593432
Gujarat,2021,2,Peer-to-peer payments,162483567902.30194,41642387
Gujarat,2021,2,Recharge & bill payments,13750783181.944221,27127405
Gujarat,2021,2,Financial Services,136119996.7022825,128647
Gujarat,2021,2,Others,249278437.33914098,349525
Gujarat,2021,3,Merchant payments,48197579736.51646,62934471
Gujarat,2021,3,Peer-to-peer payments,208013326600.62402,56134212
Gujarat,2021,3,Recharge & bill payments,15945997372.058683,29580901
Gujarat,2021,3,Financial Services,163304131.1436523,125167
Gujarat,2021,3,Others,304418273.24545926,473656
Gujarat,2021,4,Merchant payments,68717933161.8696,84846502
Gujarat,2021,4,Peer-to-peer payments,254338740726.63605,67301686
Gujarat,2021,4,Recharge & bill payments,18739034341.66239,30072479
Gujarat,2021,4,Financial Services,209214620.7057898,175393
Gujarat,2021,4,Others,377657202.7539646,591265
Gujarat,2022,1,Merchant payments,79563412221.78397,101648378
Gujarat,2022,1,Peer-to-peer payments,292439274688.30835,77768758
Gujarat,2022,1,Recharge & bill payments,20042066374.66357,30473298
Gujarat,2022,1,Financial Services,187077879.38466492,160423
Gujarat,2022,1,Others,316261089.4073821,496289
Gujarat,2022,2,Merchant payments,95585623258.23604,131610193
Gujarat,2022,2,Peer-to-peer payments,326945780476.59766,86423696
Gujarat,2022,2,Recharge & bill payments,23844933238.40894,33424931
Gujarat,2022,2,Financial Services,142685436.4192669,125180
Gujarat,2022,2,Others,278978567.1836352,468796
Gujarat,2022,3,Merchant payments,109018764232.99393,161264265
Gujarat,2022,3,Peer-to-peer payments,359338045092.0105,103034790
Gujarat,2022,3,Recharge & bill payments,28649040040.502144,38383683
Gujarat,2022,3,Financial Services,162173602.84596294,152053
Gujarat,2022,3,Others,269479241.0969004,404941
Gujarat,2022,4,Merchant payments,125585214989.03009,186533503
Gujarat,2022,4,Peer-to-peer payments,411053364214.2685,114868478
Gujarat,2022,4,Recharge & bill payments,30789927498.953297,39167297
Gujarat,2022,4,Financial Services,194314203.00804448,179101
Gujarat,2022,4,Others,295484431.2780074,407639
Gujarat,2023,1,Merchant payments,123421554216.0,199359623
Gujarat,2023,1,Peer-to-peer payments,436337923470.0,120907384
Gujarat,2023,1,Recharge & bill payments,37570733166.0,41649002
Gujarat,2023,1,Financial Services,200278806.0,180163
Gujarat,2023,1,Others,295699148.0,415154
Gujarat,2023,2,Merchant payments,135256737974.0,239396654
Gujarat,2023,2,Peer-to-peer payments,470150906708.0,132035120
Gujarat,2023,2,Recharge & bill payments,39506073738.0,44902296
Gujarat,2023,2,Financial Services,225104195.0,191053
Gujarat,2023,2,Others,268385910.0,397430
Gujarat,2023,3,Merchant payments,155597205179.0,279651861
Gujarat,2023,3,Peer-to-peer payments,508236930735.0,151754885
Gujarat,2023,3,Recharge & bill payments,43342854631.0,47284770
Gujarat,2023,3,Financial Services,311377540.0,246300
Gujarat,2023,3,Others,248668365.0,365774
Gujarat,2023,4,Merchant payments,179560004574.0,319459808
Gujarat,2023,4,Peer-to-peer payments,567135968086.0,166959749
Gujarat,2023,4,Recharge & bill payments,47786850776.0,47046378
Gujarat,2023,4,Financial Services,349727923.0,271611
Gujarat,2023,4,Others,254647715.0,378032
Haryana,2018,1,Recharge & bill payments,535578755.07945114,2368002
Haryana,2018,1,Peer-to-peer payments,5814807510.68666,1607193
Haryana,2018,1,Merchant payments,173513595.3537558,167816
Haryana,2018,1,Financial Services,27501068.014126316,128636
Haryana,2018,1,Others,242110585.52640373,209123
Haryana,2018,2,Recharge & bill payments,984897276.651981,3054284
Haryana,2018,2,Peer-to-peer payments,9745924809.851494,2388953
Haryana,2018,2,Merchant payments,334118261.45344114,369916
Haryana,2018,2,Financial Services,38145882.44180386,167570
Haryana,2018,2,Others,217328211.71769944,170208
Haryana,2018,3,Peer-to-peer payments,14429454356.345787,3753981
Haryana,2018,3,Recharge & bill payments,1310467515.0605886,3203386
Haryana,2018,3,Merchant payments,427387637.9335371,1003057
Haryana,2018,3,Financial Services,17323790.814170156,100452
Haryana,2018,3,Others,190505707.47361812,201148
Haryana,2018,4,Peer-to-peer payments,22416919746.93868,5905032
Haryana,2018,4,Recharge & bill payments,1671040703.7317612,4116262
Haryana,2018,4,Merchant payments,1013407379.8963095,2413446
Haryana,2018,4,Financial Services,22252543.62175617,120711
Haryana,2018,4,Others,267255642.26742023,394732
Haryana,2019,1,Peer-to-peer payments,30283578836.61907,12622225
Haryana,2019,1,Recharge & bill payments,2202061874.5361757,5576577
Haryana,2019,1,Merchant payments,1292375556.3150868,3361995
Haryana,2019,1,Financial Services,15201736.002431491,101786
Haryana,2019,1,Others,258437718.15887585,473192
Haryana,2019,2,Peer-to-peer payments,37056084813.57578,10387562
Haryana,2019,2,Recharge & bill payments,2838724048.0896106,5902923
Haryana,2019,2,Merchant payments,2292901816.1432047,5738283
Haryana,2019,2,Financial Services,12080285.227121718,57488
Haryana,2019,2,Others,301748850.1804938,655560
Haryana,2019,3,Peer-to-peer payments,43738290119.9285,11775288
Haryana,2019,3,Merchant payments,3615636827.8118167,9386779
Haryana,2019,3,Recharge & bill payments,4817098564.823641,8289987
Haryana,2019,3,Financial Services,16715100.880217994,61503
Haryana,2019,3,Others,301378585.9978597,829974
Haryana,2019,4,Peer-to-peer payments,58242027266.14443,15729819
Haryana,2019,4,Merchant payments,5253780278.236426,11615667
Haryana,2019,4,Recharge & bill payments,5637358525.756194,9648003
Haryana,2019,4,Financial Services,13756049.144287623,41688
Haryana,2019,4,Others,212797749.81994924,790808
Haryana,2020,1,Peer-to-peer payments,68367245528.07149,17728235
Haryana,2020,1,Merchant payments,7075196609.224878,14327020
Haryana,2020,1,Recharge & bill payments,6331682016.516322,11346112
Haryana,2020,1,Financial Services,25266730.1883267,34488
Haryana,2020,1,Others,176823674.24305555,600232
Haryana,2020,2,Peer-to-peer payments,66645492690.67839,17334369
Haryana,2020,2,Recharge & bill payments,6547618491.532405,12740328
Haryana,2020,2,Merchant payments,7393393677.758501,11527654
Haryana,2020,2,Financial Services,49209527.29146181,48759
Haryana,2020,2,Others,75550536.67993587,129940
Haryana,2020,3,Peer-to-peer payments,88796356487.11024,24123449
Haryana,2020,3,Merchant payments,12141560866.982178,20845136
Haryana,2020,3,Recharge & bill payments,8452802892.504496,12716319
Haryana,2020,3,Financial Services,80854296.9304013,66457
Haryana,2020,3,Others,96375902.20346308,186818
Haryana,2020,4,Merchant payments,21382305452.06797,34063692
Haryana,2020,4,Peer-to-peer payments,128613933346.85507,33920789
Haryana,2020,4,Recharge & bill payments,9675471300.731653,14682896
Haryana,2020,4,Financial Services,103265693.75364488,84881
Haryana,2020,4,Others,223528573.1334415,419181
Haryana,2021,1,Merchant payments,23389100227.155342,39363588
Haryana,2021,1,Peer-to-peer payments,135970636784.61835,36764622
Haryana,2021,1,Recharge & bill payments,9260346909.440674,13680353
Haryana,2021,1,Financial Services,99672809.99228218,79784
Haryana,2021,1,Others,218544351.22172093,364437
